,ST_NM,ST_CEN_CD,DT_CEN_CD,DISTRICT,DISTRICT_2,ST_NM_2,ST_CEN_CD_,DT_CEN_CD_,censuscode,T J_STNM01,T J_DISTRI,join_code,T J_Name01,T J_Pop01,T J_DIST_1,T J_CM11,T J_Name11,T J_Code11,T J_Pop11,divide_01
502,Bihar,10,17,Saran,Saran (chhapra),Bihar,10,17,219,Bihar,Saran,10_17,District - Saran 17,3248701.0,Saran (chhapra),10_17,Saran (chhapra),10_219,3951862,1.0
503,Maharashtra,27,31,Satara,Satara,Maharashtra,27,31,527,Maharashtra,Satara,27_31,District - Satara 31,2808994.0,Satara,27_31,Satara,27_527,3003741,1.0
504,Madhya Pradesh,23,13,Satna,Satna,Madhya Pradesh,23,12,429,Madhya Pradesh,Satna,23_13,District - Satna 13,1870104.0,Satna,23_12,Satna,23_429,2228935,1.0
505,Madhya Pradesh,23,33,Sehore,Sehore,Madhya Pradesh,23,28,445,Madhya Pradesh,Sehore,23_33,District - Sehore 33,1078912.0,Sehore,23_28,Sehore,23_445,1311332,1.0
506,Manipur,14,01,Senapati (Excl. 3 sub-divisions),Senapati,Manipur,14,1,272,Manipur,Senapati (Excl. 3 sub-divisions),14_1,District - Senapati 01,156513.0,Senapati,14_1,Senapati,14_272,479148,1.0
507,Madhya Pradesh,23,44,Seoni,Seoni,Madhya Pradesh,23,39,456,Madhya Pradesh,Seoni,23_44,District - Seoni 44,1166608.0,Seoni,23_39,Seoni,23_456,1379131,1.0
508,Mizoram,15,05,Serchhip,Serchhip,Mizoram,15,5,285,Mizoram,Serchhip,15_5,District - Serchhip * 05,53861.0,Serchhip,15_5,Serchhip,15_285,64937,1.0
509,Madhya Pradesh,23,16,Shahdol,Shahdol,Madhya Pradesh,23,43,460,Madhya Pradesh,Shahdol,23_16,District - Shahdol 16,787651.5,Shahdol,23_43,Shahdol,23_460,1066063,0.5
510,Punjab,03,06,Nawanshahr,Shahid Bhagat Singh Nagar,Punjab,3,5,39,Punjab,Nawanshahr,3_6,District - Nawanshahr * 06,587468.0,Shahid Bhagat Singh Nagar,3_5,Shahid Bhagat Singh Nagar,3_39,612310,1.0
511,Uttar Pradesh,09,22,Shahjahanpur,Shahjahanpur,Uttar Pradesh,9,21,152,Uttar Pradesh,Shahjahanpur,9_22,District - Shahjahanpur 22,2547855.0,Shahjahanpur,9_21,Shahjahanpur,9_152,3006538,1.0
512,Madhya Pradesh,23,22,Shajapur,Shajapur,Madhya Pradesh,23,19,436,Madhya Pradesh,Shajapur,23_22,District - Shajapur 22,1290685.0,Shajapur,23_19,Shajapur,23_436,1512681,1.0
513,Bihar,10,26,Sheikhpura,Sheikhpura,Bihar,10,26,228,Bihar,Sheikhpura,10_26,District - Sheikhpura * 26,525502.0,Sheikhpura,10_26,Sheikhpura,10_228,636342,1.0
514,Bihar,10,03,Sheohar,Sheohar,Bihar,10,3,205,Bihar,Sheohar,10_3,District - Sheohar * 03,515961.0,Sheohar,10_3,Sheohar,10_205,656246,1.0
515,Madhya Pradesh,23,01,Sheopur,Sheopur,Madhya Pradesh,23,1,418,Madhya Pradesh,Sheopur,23_1,District - Sheopur * 01,559495.0,Sheopur,23_1,Sheopur,23_418,687861,1.0
516,Himachal Pradesh,02,11,Shimla,Shimla,Himachal Pradesh,2,11,33,Himachal Pradesh,Shimla,2_11,District - Shimla 11,722502.0,Shimla,2_11,Shimla,2_33,814010,1.0
517,Karnataka,29,15,Shimoga,Shimoga,Karnataka,29,14,568,Karnataka,Shimoga,29_15,District - Shimoga 15,1642545.0,Shimoga,29_14,Shimoga,29_568,1752753,1.0
518,Madhya Pradesh,23,06,Shivpuri,Shivpuri,Madhya Pradesh,23,6,423,Madhya Pradesh,Shivpuri,23_6,District - Shivpuri 06,1441950.0,Shivpuri,23_6,Shivpuri,23_423,1726050,1.0
519,Uttar Pradesh,09,51,Shrawasti,Shrawasti,Uttar Pradesh,9,50,181,Uttar Pradesh,Shrawasti,9_51,District - Shrawasti * 51,1176391.0,Shrawasti,9_50,Shrawasti,9_181,1117361,1.0
520,Jammu and Kashmir,01,05,Pulwama,Shupiyan,Jammu & Kashmir,1,13,13,Jammu and Kashmir,Pulwama,1_5,District - Pulwama 05,326303.5,Shupiyan,1_13,Shupiyan,1_13,266215,0.5
521,Assam,18,16,Sibsagar,Sivasagar,Assam,18,12,311,Assam,Sibsagar,18_16,District - Sibsagar 16,1051736.0,Sivasagar,18_12,Sivasagar,18_311,1151050,1.0
522,Uttar Pradesh,09,54,Siddharthnagar,Siddharth Nagar,Uttar Pradesh,9,53,184,Uttar Pradesh,Siddharthnagar,9_54,District - Siddharthnagar 54,2040085.0,Siddharth Nagar,9_53,Siddharth Nagar,9_184,2559297,1.0
523,Madhya Pradesh,23,17,Sidhi,Sidhi,Madhya Pradesh,23,45,462,Madhya Pradesh,Sidhi,23_17,District - Sidhi 17,915576.0,Sidhi,23_45,Sidhi,23_462,1127033,0.5
524,Rajasthan,08,13,Sikar,Sikar,Rajasthan,8,13,111,Rajasthan,Sikar,8_13,District - Sikar 13,2287788.0,Sikar,8_13,Sikar,8_111,2677333,1.0
525,Jharkhand,20,16,Gumla,Simdega,Jharkhand,20,22,367,Jharkhand,Gumla,20_16,District - Gumla 16,673383.5,Simdega,20_22,Simdega,20_367,599578,0.5
526,Maharashtra,27,33,Sindhudurg,Sindhudurg,Maharashtra,27,33,529,Maharashtra,Sindhudurg,27_33,District - Sindhudurg 33,868825.0,Sindhudurg,27_33,Sindhudurg,27_529,849651,1.0
527,Madhya Pradesh,23,17,Sidhi,Singrauli,Madhya Pradesh,23,46,463,Madhya Pradesh,Sidhi,23_17,District - Sidhi 17,915576.0,Singrauli,23_46,Singrauli,23_463,1178273,0.5
528,Himachal Pradesh,02,10,Sirmaur,Sirmaur,Himachal Pradesh,2,10,32,Himachal Pradesh,Sirmaur,2_10,District - Sirmaur 10,458593.0,Sirmaur,2_10,Sirmaur,2_32,529855,1.0
529,Rajasthan,08,19,Sirohi,Sirohi,Rajasthan,8,19,117,Rajasthan,Sirohi,8_19,District - Sirohi 19,851107.0,Sirohi,8_19,Sirohi,8_117,1036346,1.0
530,Haryana,06,11,Sirsa,Sirsa,Haryana,6,11,79,Haryana,Sirsa,6_11,District - Sirsa 11,1116649.0,Sirsa,6_11,Sirsa,6_79,1295189,1.0
531,Bihar,10,04,Sitamarhi,Sitamarhi,Bihar,10,4,206,Bihar,Sitamarhi,10_4,District - Sitamarhi 04,2682720.0,Sitamarhi,10_4,Sitamarhi,10_206,3423574,1.0
532,Uttar Pradesh,09,24,Sitapur,Sitapur,Uttar Pradesh,9,23,154,Uttar Pradesh,Sitapur,9_24,District - Sitapur 24,3619661.0,Sitapur,9_23,Sitapur,9_154,4483992,1.0
533,Tamil Nadu,33,23,Sivaganga,Sivaganga,Tamil Nadu,33,21,622,Tamil Nadu,Sivaganga,33_23,District - Sivaganga 23,1155356.0,Sivaganga,33_21,Sivaganga,33_622,1339101,1.0
534,Bihar,10,16,Siwan,Siwan,Bihar,10,16,218,Bihar,Siwan,10_16,District - Siwan 16,2714349.0,Siwan,10_16,Siwan,10_218,3330464,1.0
535,Himachal Pradesh,02,09,Solan,Solan,Himachal Pradesh,2,9,31,Himachal Pradesh,Solan,2_9,District - Solan 09,500557.0,Solan,2_9,Solan,2_31,580320,1.0
536,Maharashtra,27,30,Solapur,Solapur,Maharashtra,27,30,526,Maharashtra,Solapur,27_30,District - Solapur 30,3849543.0,Solapur,27_30,Solapur,27_526,4317756,1.0
537,Orissa,21,23,Sonapur,Subarnapur,Odisha,21,23,392,Orissa,Sonapur,21_23,District - Sonapur * 23,541835.0,Subarnapur,21_23,Subarnapur,21_392,610183,1.0
538,Uttar Pradesh,09,70,Sonbhadra,Sonbhadra,Uttar Pradesh,9,69,200,Uttar Pradesh,Sonbhadra,9_70,District - Sonbhadra 70,1463519.0,Sonbhadra,9_69,Sonbhadra,9_200,1862559,1.0
539,Haryana,06,08,Sonipat,Sonipat,Haryana,6,8,76,Haryana,Sonipat,6_8,District - Sonipat 08,1279175.0,Sonipat,6_8,Sonipat,6_76,1450001,1.0
540,Assam,18,11,Sonitpur,Sonitpur,Assam,18,7,306,Assam,Sonitpur,18_11,District - Sonitpur 11,1681513.0,Sonitpur,18_7,Sonitpur,18_306,1924110,1.0
541,Delhi  & NCR,07,09,South,South,NCT of Delhi,7,9,98,Delhi  & NCR,South,7_9,District - South * 09,2267023.0,South,7_9,South,7_98,2731929,1.0
542,Sikkim,11,03,South,South,Sikkim,11,3,243,Sikkim,South,11_3,District - South 03,131525.0,South,11_3,South District,11_243,146850,1.0
543,West Bengal,19,18,South  Twenty Four Parganas,South 24 Parganas,West Bengal,19,17,343,West Bengal,South  Twenty Four Parganas,19_18,District - South Twenty Four Parganas 18,6906689.0,South 24 Parganas,19_17,South 24 Parganas,19_343,8161961,1.0
544,Meghalaya,17,03,South Garo Hills,South Garo Hills,Meghalaya,17,3,295,Meghalaya,South Garo Hills,17_3,District - South Garo Hills * 03,100980.0,South Garo Hills,17_3,South Garo Hills,17_295,142334,1.0
545,Goa,30,02,South Goa,South Goa,Goa,30,2,586,Goa,South Goa,30_2,District - South Goa 02,589095.0,South Goa,30_2,South Goa,30_586,640537,1.0
546,Tripura,16,02,South Tripura,South Tripura,Tripura,16,2,290,Tripura,South Tripura,16_2,District - South Tripura 02,767440.0,South Tripura,16_2,South Tripura,16_290,876001,1.0
547,Delhi  & NCR,07,08,South West,South West,NCT of Delhi,7,8,97,Delhi  & NCR,South West,7_8,District - South West * 08,1755041.0,South West,7_8,South West,7_97,2292958,1.0
548,Andhra Pradesh,28,11,Srikakulam,Srikakulam,Andhra Pradesh,28,11,542,Andhra Pradesh,Srikakulam,28_11,District - Srikakulam 11,2537593.0,Srikakulam,28_11,Srikakulam,28_542,2703114,1.0
549,Jammu and Kashmir,01,03,Srinagar,Srinagar,Jammu & Kashmir,1,10,10,Jammu and Kashmir,Srinagar,1_3,District - Srinagar 03,601223.5,Srinagar,1_10,Srinagar,1_10,1236829,0.5
550,Uttar Pradesh,09,49,Sultanpur,Sultanpur,Uttar Pradesh,9,48,179,Uttar Pradesh,Sultanpur,9_49,District - Sultanpur 49,3214832.0,Sultanpur,9_48,Sultanpur,9_179,3797117,1.0
551,Orissa,21,05,Sundargarh,Sundargarh,Odisha,21,5,374,Orissa,Sundargarh,21_5,District - Sundargarh 05,1830673.0,Sundargarh,21_5,Sundargarh,21_374,2093437,1.0
552,Bihar,10,06,Supaul,Supaul,Bihar,10,6,208,Bihar,Supaul,10_6,District - Supaul * 06,1732578.0,Supaul,10_6,Supaul,10_208,2229076,1.0
553,Gujarat,24,22,Surat,Surat,Gujarat,24,25,492,Gujarat,Surat,24_22,District - Surat 22,2497587.0,Surat,24_25,Surat,24_492,6081322,0.5
554,Gujarat,24,08,Surendranagar,Surendranagar,Gujarat,24,8,475,Gujarat,Surendranagar,24_8,District - Surendranagar 08,1515148.0,Surendranagar,24_8,Surendranagar,24_475,1756268,1.0
555,Chhattisgarh,22,02,Surguja,Surguja,Chhattisgarh,22,2,401,Chhattisgarh,Surguja,22_2,District - Surguja 02,1972094.0,Surguja,22_2,Surguja,22_401,2359886,1.0
556,Manipur,14,02,Tamenglong,Tamenglong,Manipur,14,2,273,Manipur,Tamenglong,14_2,District - Tamenglong 02,111499.0,Tamenglong,14_2,Tamenglong,14_273,140651,1.0
557,Punjab,03,02,Amritsar,Tarn Taran,Punjab,3,16,50,Punjab,Amritsar,3_2,District - Amritsar 02,1548038.5,Tarn Taran,3_16,Tarn Taran,3_50,1119627,0.5
558,Arunanchal Pradesh,12,01,Tawang,Tawang,Arunanchal Pradesh,12,1,245,Arunanchal Pradesh,Tawang,12_1,District - Tawang 01,38924.0,Tawang,12_1,Tawang,12_245,49977,1.0
559,Uttarakhand,05,04,Tehri Garhwal,Tehri Garhwal,Uttarakhand,5,4,59,Uttarakhand,Tehri Garhwal,5_4,District - Tehri Garhwal 04,604747.0,Tehri Garhwal,5_4,Tehri Garhwal,5_59,618931,1.0
560,Maharashtra,27,21,Thane,Thane,Maharashtra,27,21,517,Maharashtra,Thane,27_21,District - Thane 21,8131849.0,Thane,27_21,Thane,27_517,11060148,1.0
561,Tamil Nadu,33,21,Thanjavur,Thanjavur,Tamil Nadu,33,19,620,Tamil Nadu,Thanjavur,33_21,District - Thanjavur 21,2216138.0,Thanjavur,33_19,Thanjavur,33_620,2405890,1.0
562,Gujarat,24,23,The Dangs,The Dangs,Gujarat,24,22,489,Gujarat,The Dangs,24_23,District - The Dangs 23,186729.0,The Dangs,24_22,The Dangs,24_489,228291,1.0
563,Tamil Nadu,33,11,The Nilgiris,The Nilgiris,Tamil Nadu,33,10,611,Tamil Nadu,The Nilgiris,33_11,District - The Nilgiris 11,762141.0,The Nilgiris,33_10,The Nilgiris,33_611,735394,1.0
564,Tamil Nadu,33,25,Theni,Theni,Tamil Nadu,33,23,624,Tamil Nadu,Theni,33_25,District - Theni * 25,1093950.0,Theni,33_23,Theni,33_624,1245899,1.0
565,Tamil Nadu,33,01,Thiruvallur,Thiruvallur,Tamil Nadu,33,1,602,Tamil Nadu,Thiruvallur,33_1,District - Thiruvallur 01,2754756.0,Thiruvallur,33_1,Thiruvallur,33_602,3728104,1.0
566,Kerala,32,14,Thiruvananthapuram,Thiruvananthapuram,Kerala,32,14,601,Kerala,Thiruvananthapuram,32_14,District - Thiruvananthapuram 14,3234356.0,Thiruvananthapuram,32_14,Thiruvananthapuram,32_601,3301427,1.0
567,Tamil Nadu,33,20,Thiruvarur,Thiruvarur,Tamil Nadu,33,18,619,Tamil Nadu,Thiruvarur,33_20,District - Thiruvarur 20,1169474.0,Thiruvarur,33_18,Thiruvarur,33_619,1264277,1.0
568,Tamil Nadu,33,28,Thoothukkudi,Thoothukkudi,Tamil Nadu,33,26,627,Tamil Nadu,Thoothukkudi,33_28,District - Thoothukkudi 28,1572273.0,Thoothukkudi,33_26,Thoothukkudi,33_627,1750176,1.0
569,Manipur,14,05,Thoubal,Thoubal,Manipur,14,5,276,Manipur,Thoubal,14_5,District - Thoubal 05,364140.0,Thoubal,14_5,Thoubal,14_276,422168,1.0
570,Kerala,32,07,Thrissur,Thrissur,Kerala,32,7,594,Kerala,Thrissur,32_7,District - Thrissur 07,2974232.0,Thrissur,32_7,Thrissur,32_594,3121200,1.0
571,Madhya Pradesh,23,08,Tikamgarh,Tikamgarh,Madhya Pradesh,23,7,424,Madhya Pradesh,Tikamgarh,23_8,District - Tikamgarh 08,1202998.0,Tikamgarh,23_7,Tikamgarh,23_424,1445166,1.0
572,Assam,18,14,Tinsukia,Tinsukia,Assam,18,10,309,Assam,Tinsukia,18_14,District - Tinsukia 14,1150062.0,Tinsukia,18_10,Tinsukia,18_309,1327929,1.0
573,Arunanchal Pradesh,12,13,Tirap,Tirap,Arunanchal Pradesh,12,10,254,Arunanchal Pradesh,Tirap,12_13,District - Tirap 13,100326.0,Tirap,12_10,Tirap,12_254,111975,1.0
574,Tamil Nadu,33,15,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,33,13,614,Tamil Nadu,Tiruchirappalli,33_15,District - Tiruchirappalli 15,2418366.0,Tiruchirappalli,33_13,Tiruchirappalli,33_614,2722290,1.0
575,Tamil Nadu,33,29,Tirunelveli,Tirunelveli,Tamil Nadu,33,27,628,Tamil Nadu,Tirunelveli,33_29,District - Tirunelveli 29,2723988.0,Tirunelveli,33_27,Tirunelveli,33_628,3077233,1.0
576,Tamil Nadu,33,10,Erode,Tiruppur,Tamil Nadu,33,32,633,Tamil Nadu,Erode,33_10,District - Erode 10,1290750.0,Tiruppur,33_32,Tiruppur,33_633,2479052,0.5
577,Tamil Nadu,33,06,Tiruvannamalai,Tiruvannamalai,Tamil Nadu,33,5,606,Tamil Nadu,Tiruvannamalai,33_6,District - Tiruvannamalai 06,2186125.0,Tiruvannamalai,33_5,Tiruvannamalai,33_606,2464875,1.0
578,Rajasthan,08,22,Tonk,Tonk,Rajasthan,8,22,120,Rajasthan,Tonk,8_22,District - Tonk 22,1211671.0,Tonk,8_22,Tonk,8_120,1421326,1.0
579,Nagaland,13,02,Tuensang,Tuensang,Nagaland,13,7,267,Nagaland,Tuensang,13_2,District - Tuensang 02,138272.66666666666,Tuensang,13_7,Tuensang,13_267,196596,0.3333333333333333
580,Karnataka,29,18,Tumkur,Tumkur,Karnataka,29,17,571,Karnataka,Tumkur,29_18,District - Tumkur 18,2584711.0,Tumkur,29_17,Tumkur,29_571,2678980,1.0
581,Rajasthan,08,26,Udaipur,Udaipur,Rajasthan,8,32,130,Rajasthan,Udaipur,8_26,District - Udaipur 26,2633312.0,Udaipur,8_32,Udaipur,8_130,3068420,1.0
582,Assam,18,08,Darrang,Udalguri,Assam,18,27,326,Assam,Darrang,18_8,District - Darrang 08,752160.0,Udalguri,18_27,Udalguri,18_326,831668,0.5
583,Jammu and Kashmir,01,10,Udhampur,Udhampur,Jammu & Kashmir,1,19,19,Jammu and Kashmir,Udhampur,1_10,District - Udhampur 10,371754.5,Udhampur,1_19,Udhampur,1_19,554985,0.5
584,Uttarakhand,05,12,Udham Singh Nagar,Udham Singh Nagar,Uttarakhand,5,12,67,Uttarakhand,Udham Singh Nagar,5_12,District - Udham Singh Nagar * 12,1235614.0,Udham Singh Nagar,5_12,Udham Singh Nagar,5_67,1648902,1.0
585,Karnataka,29,16,Udupi,Udupi,Karnataka,29,15,569,Karnataka,Udupi,29_16,District - Udupi * 16,1112243.0,Udupi,29_15,Udupi,29_569,1177361,1.0
586,Madhya Pradesh,23,21,Ujjain,Ujjain,Madhya Pradesh,23,18,435,Madhya Pradesh,Ujjain,23_21,District - Ujjain 21,1710982.0,Ujjain,23_18,Ujjain,23_435,1986864,1.0
587,Manipur,14,08,Ukhrul,Ukhrul,Manipur,14,8,279,Manipur,Ukhrul,14_8,District - Ukhrul 08,140778.0,Ukhrul,14_8,Ukhrul,14_279,183998,1.0
588,Madhya Pradesh,23,15,Umaria,Umaria,Madhya Pradesh,23,14,431,Madhya Pradesh,Umaria,23_15,District - Umaria * 15,515963.0,Umaria,23_14,Umaria,23_431,644758,1.0
589,Himachal Pradesh,02,07,Una,Una,Himachal Pradesh,2,7,29,Himachal Pradesh,Una,2_7,District - Una 07,448273.0,Una,2_7,Una,2_29,521173,1.0
590,Uttar Pradesh,09,26,Unnao,Unnao,Uttar Pradesh,9,25,156,Uttar Pradesh,Unnao,9_26,District - Unnao 26,2700324.0,Unnao,9_25,Unnao,9_156,3108367,1.0
591,Arunanchal Pradesh,12,09,Upper Siang,Upper Siang,Arunanchal Pradesh,12,8,252,Arunanchal Pradesh,Upper Siang,12_9,District - Upper Siang * 09,33363.0,Upper Siang,12_8,Upper Siang,12_252,35320,1.0
592,Arunanchal Pradesh,12,06,Upper Subansiri,Upper Subansiri,Arunanchal Pradesh,12,5,249,Arunanchal Pradesh,Upper Subansiri,12_6,District - Upper Subansiri 06,55346.0,Upper Subansiri,12_5,Upper Subansiri,12_249,83448,1.0
593,West Bengal,19,04,Uttar Dinajpur,Uttar Dinajpur,West Bengal,19,4,330,West Bengal,Uttar Dinajpur,19_4,District - Uttar Dinajpur 04,2441794.0,Uttar Dinajpur,19_4,Uttar Dinajpur,19_330,3007134,1.0
594,Karnataka,29,10,Uttara Kannada,Uttara Kannada,Karnataka,29,9,563,Karnataka,Uttara Kannada,29_10,District - Uttara Kannada 10,1353644.0,Uttara Kannada,29_9,Uttara Kannada,29_563,1437169,1.0
595,Uttarakhand,05,01,Uttarkashi,Uttarkashi,Uttarakhand,5,1,56,Uttarakhand,Uttarkashi,5_1,District - Uttarkashi 01,295013.0,Uttarkashi,5_1,Uttarkashi,5_56,330086,1.0
596,Gujarat,24,19,Vadodara,Vadodara,Gujarat,24,19,486,Gujarat,Vadodara,24_19,District - Vadodara 19,3641802.0,Vadodara,24_19,Vadodara,24_486,4165626,1.0
597,Bihar,10,18,Vaishali,Vaishali,Bihar,10,18,220,Bihar,Vaishali,10_18,District - Vaishali 18,2718421.0,Vaishali,10_18,Vaishali,10_220,3495021,1.0
598,Gujarat,24,25,Valsad,Valsad,Gujarat,24,24,491,Gujarat,Valsad,24_25,District - Valsad 25,1410553.0,Valsad,24_24,Valsad,24_491,1705678,1.0
599,Uttar Pradesh,09,67,Varanasi,Varanasi,Uttar Pradesh,9,66,197,Uttar Pradesh,Varanasi,9_67,District - Varanasi 67,3138671.0,Varanasi,9_66,Varanasi,9_197,3676841,1.0
600,Tamil Nadu,33,04,Vellore,Vellore,Tamil Nadu,33,4,605,Tamil Nadu,Vellore,33_4,District - Vellore 04,3477317.0,Vellore,33_4,Vellore,33_605,3936331,1.0
601,Madhya Pradesh,23,31,Vidisha,Vidisha,Madhya Pradesh,23,26,443,Madhya Pradesh,Vidisha,23_31,District - Vidisha 31,1214857.0,Vidisha,23_26,Vidisha,23_443,1458875,1.0
602,Tamil Nadu,33,07,Viluppuram,Viluppuram,Tamil Nadu,33,6,607,Tamil Nadu,Viluppuram,33_7,District - Viluppuram 07,2960373.0,Viluppuram,33_6,Viluppuram,33_607,3458873,1.0
603,Tamil Nadu,33,26,Virudhunagar,Virudunagar,Tamil Nadu,33,24,625,Tamil Nadu,Virudhunagar,33_26,District - Virudhunagar 26,1751301.0,Virudunagar,33_24,Virudunagar,33_625,1942288,1.0
604,Andhra Pradesh,28,13,Visakhapatnam,Visakhapatnam,Andhra Pradesh,28,13,544,Andhra Pradesh,Visakhapatnam,28_13,District - Visakhapatnam 13,3832336.0,Visakhapatnam,28_13,Visakhapatnam,28_544,4290589,1.0
605,Andhra Pradesh,28,12,Vizianagaram,Vizianagaram,Andhra Pradesh,28,12,543,Andhra Pradesh,Vizianagaram,28_12,District - Vizianagaram 12,2249254.0,Vizianagaram,28_12,Vizianagaram,28_543,2344474,1.0
606,Andhra Pradesh,28,09,Warangal,Warangal,Andhra Pradesh,28,9,540,Andhra Pradesh,Warangal,28_9,District - Warangal 09,3246004.0,Warangal,28_9,Warangal,28_540,3512576,1.0
607,Maharashtra,27,08,Wardha,Wardha,Maharashtra,27,8,504,Maharashtra,Wardha,27_8,District - Wardha 08,1236736.0,Wardha,27_8,Wardha,27_504,1300774,1.0
608,Maharashtra,27,06,Washim,Washim,Maharashtra,27,6,502,Maharashtra,Washim,27_6,District - Washim * 06,1020216.0,Washim,27_6,Washim,27_502,1197160,1.0
609,Kerala,32,03,Wayanad,Wayanad,Kerala,32,3,590,Kerala,Wayanad,32_3,District - Wayanad 03,780619.0,Wayanad,32_3,Wayanad,32_590,817420,1.0
610,Delhi  & NCR,07,07,West,West,NCT of Delhi,7,7,96,Delhi  & NCR,West,7_7,District - West * 07,2128908.0,West,7_7,West,7_96,2543243,1.0
611,Sikkim,11,02,West,West,Sikkim,11,2,242,Sikkim,West,11_2,District - West 02,123256.0,West,11_2,West District,11_242,136435,1.0
612,Meghalaya,17,01,West Garo Hills,West Garo Hills,Meghalaya,17,1,293,Meghalaya,West Garo Hills,17_1,District - West Garo Hills 01,518390.0,West Garo Hills,17_1,West Garo Hills,17_293,643291,1.0
613,Andhra Pradesh,28,15,West Godavari,West Godavari,Andhra Pradesh,28,15,546,Andhra Pradesh,West Godavari,28_15,District - West Godavari 15,3803517.0,West Godavari,28_15,West Godavari,28_546,3936966,1.0
614,Arunanchal Pradesh,12,02,West Kameng,West Kameng,Arunanchal Pradesh,12,2,246,Arunanchal Pradesh,West Kameng,12_2,District - West Kameng 02,74599.0,West Kameng,12_2,West Kameng,12_246,83947,1.0
615,Meghalaya,17,04,West Khasi Hills,West Khasi Hills,Meghalaya,17,4,296,Meghalaya,West Khasi Hills,17_4,District - West Khasi Hills 04,296049.0,West Khasi Hills,17_4,West Khasi Hills,17_296,383461,1.0
616,Madhya Pradesh,23,27,West Nimar,West Nimar,Madhya Pradesh,23,23,440,Madhya Pradesh,West Nimar,23_27,District - West Nimar 27,1529562.0,Khargone (West Nimar),23_23,Khargone (West Nimar),23_440,1873046,1.0
617,Arunanchal Pradesh,12,07,West Siang,West Siang,Arunanchal Pradesh,12,6,250,Arunanchal Pradesh,West Siang,12_7,District - West Siang 07,103918.0,West Siang,12_6,West Siang,12_250,112274,1.0
618,Tripura,16,01,West Tripura,West Tripura,Tripura,16,1,289,Tripura,West Tripura,16_1,District - West Tripura 01,1532982.0,West Tripura,16_1,West Tripura,16_289,1725739,1.0
619,Nagaland,13,05,Wokha,Wokha,Nagaland,13,4,264,Nagaland,Wokha,13_5,District - Wokha 05,161223.0,Wokha,13_4,Wokha,13_264,166343,1.0
620,Karnataka,29,04,Gulbarga,Yadgir,Karnataka,29,26,580,Karnataka,Gulbarga,29_4,District - Gulbarga 04,1565461.0,Yadgir,29_26,Yadgir,29_580,1174271,0.5
621,Maharashtra,27,14,Yavatmal,Yavatmal,Maharashtra,27,14,510,Maharashtra,Yavatmal,27_14,District - Yavatmal 14,2458271.0,Yavatmal,27_14,Yavatmal,27_510,2772348,1.0
622,Nagaland,13,04,Zunheboto,Zunheboto,Nagaland,13,3,263,Nagaland,Zunheboto,13_4,District - Zunheboto 04,153955.0,Zunheboto,13_3,Zunheboto,13_263,140757,1.0
623,Chhattisgarh,22,08,Kawardha,Kabeerdham,Chhattisgarh,22,8,407,Chhattisgarh,Kawardha,22_8,District - Kawardha * 08,584552.0,Kabeerdham,22_8,Kabeerdham,22_407,822526,1.0
624,Haryana,06,03,Yamunanagar,Yamunanagar,Haryana,6,3,71,Haryana,Yamunanagar,6_3,District - Yamunanagar 03,1041630.0,Yamunanagar,6_3,Yamunanagar,6_71,1214205,1.0
625,Haryana,06,09,Jind,Jind,Haryana,6,9,77,Haryana,Jind,6_9,District - Jind 09,1189827.0,Jind,6_9,Jind,6_77,1334152,1.0
626,Rajasthan,08,11,Dausa,Dausa,Rajasthan,8,11,109,Rajasthan,Dausa,8_11,District - Dausa * 11,1317063.0,Dausa,8_11,Dausa,8_109,1634409,1.0
627,Rajasthan,08,09,Karauli,Karauli,Rajasthan,8,9,107,Rajasthan,Karauli,8_9,District - Karauli * 09,1209665.0,Karauli,8_9,Karauli,8_107,1458248,1.0
628,Rajasthan,08,10,Sawai Madhopur,Sawai Madhopur,Rajasthan,8,10,108,Rajasthan,Sawai Madhopur,8_10,District - Sawai Madhopur 10,1117057.0,Sawai Madhopur,8_10,Sawai Madhopur,8_108,1335551,1.0
629,Bihar,10,33,Jehanabad,Arwal,Bihar,10,38,240,Bihar,Jehanabad,10_33,District - Jehanabad 33,757157.5,Arwal,10_38,Arwal,10_240,700843,0.5
630,Bihar,10,33,Jehanabad,Jehanabad,Bihar,10,37,239,Bihar,Jehanabad,10_33,District - Jehanabad 33,757157.5,Jehanabad,10_37,Jehanabad,10_239,1125313,0.5
631,Tamil Nadu,33,19,Nagapattinam,Nagappattinam,Tamil Nadu,33,17,618,Tamil Nadu,Nagapattinam,33_19,District - Nagapattinam * 19,1488839.0,Nagappattinam,33_17,Nagappattinam,33_618,1616450,1.0
632,Puducherry,34,04,Karaikal,Karaikal,Puducherry,34,4,637,Puducherry,Karaikal,34_4,District - Karaikal 04,170791.0,Karaikal,34_4,Karaikal,34_637,200222,1.0
633,Puducherry,34,02,Pondicherry,Puducherry,Puducherry,34,2,635,Puducherry,Pondicherry,34_2,District - Pondicherry 02,735332.0,Puducherry,34_2,Puducherry,34_635,950289,1.0
634,Puducherry,34,01,Yanam,Yanam,Puducherry,34,1,634,Puducherry,Yanam,34_1,District - Yanam 01,31394.0,Yanam,34_1,Yanam,34_634,55626,1.0
635,Gujarat,24,22,Surat,Tapi,Gujarat,24,26,493,Gujarat,Surat,24_22,District - Surat 22,2497587.0,Tapi,24_26,Tapi,24_493,807022,0.5
